,index,company_name,record_date,fei_number,record_type,state,establishment_type_x,publish_date,excerpt,href,pdf_url,pdf_name,firm_name,establishment_type_y,facility_city,auditors,audit_dates,observations,topic_number,topic_probability
35,1325,"Advanced Nutriceuticals, LLC",2020-10-29,3010039017,483,Indiana,Producer of Sterile Drug Products,2020-12-16,NaN,/media/144544/download,https://www.fda.gov/media/144544/download,AdvancedNutriceuticals508ed,"Advanced Nutriceuticals, LLC     CITY, STATE, ZIP CODE, COUNTRY  Indianapolis, IN 46240-1806  ",650 B&B oOth ot     TYPE ESTABLISHMENT INSPECTED  Producer of Sterile Drug Products  ,"Advanced Nutriceuticals, LLC     CITY, STATE, ZIP CODE, COUNTRY  Indianapolis, IN 46240-1806  ","Se hee) a gee ee Peele het a 9 ew  Bei Y He, Investigator Jon P Antoniou, Investigator  ",iN DATE(S) OF INSPECTION  10/13/2020-10/29/2020*  ,"Beta-lactam and hazardous drugs were produced without providing adequate containment, segregation, and cleaning of work surfaces, utensils, and personnel to prevent cross-contamination.  Specifically,  You produces hazardous drugs in the unclassified Dispensary Area without an adequate segregation and cleaning of equipment and work surface to prevent cross-contamination. The following table includes a list of non-sterile drug products that are produced and sterile drug products that are filled in the unclassified Dispensary Area.  NON-STERILE DRUGS [STERILEDRUGS [Betalactam [Ceftriaxone None  Hazardous drugs Anastrozole, Testosterone, Estradiol, Testosterone, Nandrolone Progesterone, Finasteride, Fluconazole, Oxytocin For example:  A) On 10/26/2020, we observed your non-sterile technician produce Anastrozole LOT 10-26-2020 B outside of “(b) 4) hood, specifically, your technician was pouring this SG) ona counter near the sink in the unclassified Dispensary room.  B) On 10/22/2020 and 10/26/2020 we observed built-up powder residues on the inside and outside of the capsule counter machine. Per your non-sterile technician, all non-sterile capsule products produced by your firm are counted with this machine. The capsule counter is supposed to be taken apart for deep cleaning and cleaned with (b) (4) prescription order. Your non-sterile technician stated that the capsule counter should have been cleaned  batch, but the dispensary staff (b) (6) was too busy with other patient orders. Your non-sterile technician also stated that neither the deep cleaning nor the cleaning is documented.  C) On 10/20/2020 we observed dried white residues on inside of the cleaned blender which is used for mixing (#4) non-sterile products. This blender had been cleaned per your non-sterile technician and the blender is cleaned (2m.  D) On 10/20/2020 we observed dried white residues on the metal capsule filling tray. We also observed dents and scratches (too numerous to count) on this tray. Your non-sterile technician stated that there  are new filling trays in the Dispensary area but they are wait to open this new set of filling trays for when the facility is up to (b)(4)  E) From 10/14/2020 to 10/20/2020 we observed (A) residues built-up behind your {M9 non-sterile  hoods, on the walls, and windows in the unclassified Dispensary area. According to your non-sterile technician, these non-designated hoods are used for weighing and filling non-sterile drug roducts. Your non-sterile hoods are cleaned and batches with ). Your technician stated tha is only used inside these hoods. You do not use any oxidizing or sporicidal agent to decontaminate the hoods after handling these hazardous drug materials. You also do not have any procedures for handling and cleaning hazardous drug products, and you do not document in any way your cleaning activities in these hoods.           F) The dishwasher is used to simultaneously clean equipment used in sterile and non-sterile production, this includes glass beakers and spatulas. Per your non-sterile technician, your firm has not validated that the dishwasher cycle adequately removes residues of hazardous drugs with household detergent (b)(4) and does not cause cross-contamination of equipment cleaned in  the same cycle.  *DATES OF INSPECTION 10/13/2020(Tue), 10/14/2020(Wed), 10/15/2020(Thu), 10/16/2020(Fri), 10/19/2020(Mon), 10/20/2020(Tue), 10/22/2020(Thu), 10/26/2020(Mon), 10/27/2020(Tue), 10/29/2020(Thu)  Jon P Antoniou  Si By: Jon P_ Antoniou -S3 Date Signed: 10-29-2020 06:32:04     Section 704(b) of the Federal Food, Drug, and Cosmetic Act (21 USC 374(b)) provides:  ""Upon completion of any such inspection of a factory, warehouse, consulting laboratory, or other establishment, and prior to leaving the premises, the officer or employee making the inspection shall give to the owner, operator, or agent in charge a report in writing setting forth any conditions or practices observed by him which, in his judgment, indicate that any food, drug, device, or cosmetic in such establishment (1) consists in whole or in part of any filthy, putrid, or decomposed substance, or (2) has been prepared, packed, or held under insanitary conditions whereby it may have become contaminated with filth, or whereby it may have been rendered injurious to health. A copy of such report shall be sent promptly to the Secretary.""           ",14,0.4895244836807251
36,1326,EHT Pharmacy LLC dba Curexa,2020-10-10,3011761882,483,New Jersey,Producer of Non Sterile Drug Products,2020-12-22,NaN,/media/144715/download,https://www.fda.gov/media/144715/download,EHTPharmacy508ed,"EHT Pharmacy LLC dba Curexa     CITY, STATE, ZIP CODE, COUNTRY  Bag Harbor Township, Nd 08234-7749  ",IUU/ Ocean Heights Ave     TYPE ESTABLISHMENT INSPECTED  Producer of non-sterile drug products  ,"EHT Pharmacy LLC dba Curexa     CITY, STATE, ZIP CODE, COUNTRY  Egg Harbor Township, NJ 08234-7749  ","See Soe a ge ee Ont seed a a  Nancy M Espinal, Investigator William J Muszynski, Investigator  ",iN DATE(S) OF INSPECTION  8/26/2020-10/9/2020*  ,"Non-microbial contamination was observed in your production area.  Specifically, On 8/26/2020, I observed the tableting room had a fine blue dust/residue coating the walls, ceiling, ceiling vent, blender lid, humidifier, air conditioner and a darker accumulation of the blue dust/residue on the wheels of your stationary blender. This blue colored dust/residue, which is generated during the production of tadalafil and sildenafil, was so pervasive that it had infiltrated into the other production areas of your facility.  On 09/01/2020, the room was reported to be clean, however the blue dust/residue was observed in the humidifier and as a coating on other surfaces.  The blue dust/residue was observed within your Non-Hazardous and Hazardous Rooms. For example, I observed a blue residue inside the unsealed transfer holes that lead to the Hazardous Room. The products compounded in these rooms do not contain blue coloring.  On 09/03/2020, production of Tadalafil 6mg lot P51 was observed in the tableting area. At the same time, in the Hazardous room a hazardous dermatological drug product (() (4) ) was being produced.  Your firm uses all rooms to produce drug products. The production log shows that on a given day your firm produced approximately"" drug products. These include but are not limited to: tadalafil 6mg, tadalafil 9mg. dexamethasone phonophoresis 0.3% gel, tramadol 25mg/ ketorolac 10mg troches, and omeprazole (flavored) 2mg/ml suspension.  ",18,0.21031302213668823
36,1326,EHT Pharmacy LLC dba Curexa,2020-10-10,3011761882,483,New Jersey,Producer of Non Sterile Drug Products,2020-12-22,NaN,/media/144715/download,https://www.fda.gov/media/144715/download,EHTPharmacy508ed,"EHT Pharmacy LLC dba Curexa     CITY, STATE, ZIP CODE, COUNTRY  Bag Harbor Township, Nd 08234-7749  ",IUU/ Ocean Heights Ave     TYPE ESTABLISHMENT INSPECTED  Producer of non-sterile drug products  ,"EHT Pharmacy LLC dba Curexa     CITY, STATE, ZIP CODE, COUNTRY  Egg Harbor Township, NJ 08234-7749  ","See Soe a ge ee Ont seed a a  Nancy M Espinal, Investigator William J Muszynski, Investigator  ",iN DATE(S) OF INSPECTION  8/26/2020-10/9/2020*  ,"Laboratory analysis of hormone sample determined the strength was below the declared label claim.  Specifically, On 09/01/2020, I observed () (4) _ had a failing potency result. The contract testing laboratory notified your firm on 07/14/2020 that the (B) (4) test result was 89.6% (Spec: (b) (4) ). The failing result was confirmed by the contract testing laboratory. The stock drug (Bb) (4) was used in the production of approximately 9 other drug products.  On 09/03/2020, when asked if there was an investigation, the director of regulatory, quality and compliance provided a corrective action document with the date of 07/08/2020 for the failing product. I noted that the date of the corrective action was 6 days before the initial failure was notified (07/14/2020).  The pharmacist-in-charge verified and stated the corrective action had not been conducted for drug produced on 08/12/2020 using the failing (D) (4) stock.  (b) (4) has a beyond use date of 12/22/2020.  The record for (b) (4) does not have a weight for the ingredient, (D) (4) There was no deviation or investigation into this error. According to the “OUT OF SPECIFICATION INVESTIGATION” standard operating procedure section 8.4-8.5, all deviations must be documented and all validation failures must have a formal investigation and action plan.  ",20,0.8295804262161255
36,1326,EHT Pharmacy LLC dba Curexa,2020-10-10,3011761882,483,New Jersey,Producer of Non Sterile Drug Products,2020-12-22,NaN,/media/144715/download,https://www.fda.gov/media/144715/download,EHTPharmacy508ed,"EHT Pharmacy LLC dba Curexa     CITY, STATE, ZIP CODE, COUNTRY  Bag Harbor Township, Nd 08234-7749  ",IUU/ Ocean Heights Ave     TYPE ESTABLISHMENT INSPECTED  Producer of non-sterile drug products  ,"EHT Pharmacy LLC dba Curexa     CITY, STATE, ZIP CODE, COUNTRY  Egg Harbor Township, NJ 08234-7749  ","See Soe a ge ee Ont seed a a  Nancy M Espinal, Investigator William J Muszynski, Investigator  ",iN DATE(S) OF INSPECTION  8/26/2020-10/9/2020*  ,"Buildings used in the processing of a drug product are not maintained in a good state of repair.  Specifically, I observed the wall in the Hazardous room and your compounding equipment cleaning area in disrepair.  For example,  A) I observed that the wall between the tablet compounding room and the Hazardous room has unsealed holes where blue residue/dust was observed. I observed the blue residue/dust on the perimeter of the wall (i.e. ceiling, floor and sides).  B) Equipment found drying near a yellow painted wall. The wall was torn, scratched, discolored and had dry wall exposed.  *DATES OF INSPECTION 8/26/2020(Wed), 8/27/2020(Thu), 9/01/2020(Tue), 9/03/2020(Thu), 9/21/2020(Mon), 9/22/2020(Tue), 9/23/2020(Wed), 9/24/2020(Thu), 10/07/2020(Wed), 10/09/2020(Fri)  Wiliam J Muszynski  x Doe Sigted TODO OD aoe     Section 704(b) of the Federal Food, Drug, and Cosmetic Act (21 USC 374(b)) provides:  ""Upon completion of any such inspection of a factory, warehouse, consulting laboratory, or other establishment, and prior to leaving the premises, the officer or employee making the inspection shall give to the owner, operator, or agent in charge a report in writing setting forth any conditions or practices observed by him which, in his judgment, indicate that any food, drug, device, or cosmetic in such establishment (1) consists in whole or in part of any filthy, putrid, or decomposed substance, or (2) has been prepared, packed, or held under insanitary conditions whereby it may have become contaminated with filth, or whereby it may have been rendered injurious to health. A copy of such report shall be sent promptly to the Secretary.""           ",14,0.061097752302885056
37,1328,Stokes Healthcare Inc. dba Epicur Pharma,2020-10-09,3002815949,483,New Jersey,Outsourcing Facility,2020-12-22,NaN,/media/144723/download,https://www.fda.gov/media/144723/download,Stokes508ed_0,"Stokes Healthcare Inc. dba Epicur Pharma     CITY, STATE, ZIP CODE, COUNTRY  Mount Laurel, Nu 08054-2211  ",oUUU Commerce PKwy ote oOUU     TYPE ESTABLISHMENT INSPECTED  Outsourcing Facility  ,"Stokes Healthcare Inc. dba Epicur Pharma     CITY, STATE, ZIP CODE, COUNTRY  Mount Laurel, NJ 08054-2211  ","ay anaes PR are of dhe a sth ei EE  Russell J Glapion, Investigator  ",iN DATE(S) OF INSPECTION  9/24/2020-10/9/2020*  ,"Deviations from written production and process control procedures are not justified.  Specifically, after 0 were dropped or knocked to the floor following visual inspection. There was no investigation or justification as to why those units were not incubated for the balance of the and then inspected for  — growth. This media fill, , was performed in 6/2020. It was the ici                 used to validate aseptic processing in cleanroom C704, using your new ophthalmic bottle filling line.  ",13,0.9702345728874207
37,1328,Stokes Healthcare Inc. dba Epicur Pharma,2020-10-09,3002815949,483,New Jersey,Outsourcing Facility,2020-12-22,NaN,/media/144723/download,https://www.fda.gov/media/144723/download,Stokes508ed_0,"Stokes Healthcare Inc. dba Epicur Pharma     CITY, STATE, ZIP CODE, COUNTRY  Mount Laurel, Nu 08054-2211  ",oUUU Commerce PKwy ote oOUU     TYPE ESTABLISHMENT INSPECTED  Outsourcing Facility  ,"Stokes Healthcare Inc. dba Epicur Pharma     CITY, STATE, ZIP CODE, COUNTRY  Mount Laurel, NJ 08054-2211  ","ay anaes PR are of dhe a sth ei EE  Russell J Glapion, Investigator  ",iN DATE(S) OF INSPECTION  9/24/2020-10/9/2020*  ,"There are no written procedures for production and process controls designed to assure that the drug products have the identity, strength, quality, and purity they purport or are represented to possess.  Specifically, your firm lacks process control validation data to support the filling of ophthalmic drug  roducts into 8ml and 4ml plastic bottles. Your validation data from 15ml bottles does not directly BG) Nl NNNEE HEE which operate a P20 SSN INNINNE MN Data is missing  on line speed correlation to downtime, the number of interventions in the ISO 5 area, and your firm's ability to maintain aseptic conditions throughout the manufacturing process.  ",2,0.748519241809845
37,1328,Stokes Healthcare Inc. dba Epicur Pharma,2020-10-09,3002815949,483,New Jersey,Outsourcing Facility,2020-12-22,NaN,/media/144723/download,https://www.fda.gov/media/144723/download,Stokes508ed_0,"Stokes Healthcare Inc. dba Epicur Pharma     CITY, STATE, ZIP CODE, COUNTRY  Mount Laurel, Nu 08054-2211  ",oUUU Commerce PKwy ote oOUU     TYPE ESTABLISHMENT INSPECTED  Outsourcing Facility  ,"Stokes Healthcare Inc. dba Epicur Pharma     CITY, STATE, ZIP CODE, COUNTRY  Mount Laurel, NJ 08054-2211  ","ay anaes PR are of dhe a sth ei EE  Russell J Glapion, Investigator  ",iN DATE(S) OF INSPECTION  9/24/2020-10/9/2020*  ,"Procedures describing the handling of all written and oral complaints regarding a drug product are not established and followed.  Specifically, product complaints received between 3/10/2020 and 9/23/2020 were not entered into your Client Notice of Event Report and evaluated for product quality issues. At least seven (7) examples (complaints 20-007 to 20-0013) were noted.  ",20,0.3105793297290802
37,1328,Stokes Healthcare Inc. dba Epicur Pharma,2020-10-09,3002815949,483,New Jersey,Outsourcing Facility,2020-12-22,NaN,/media/144723/download,https://www.fda.gov/media/144723/download,Stokes508ed_0,"Stokes Healthcare Inc. dba Epicur Pharma     CITY, STATE, ZIP CODE, COUNTRY  Mount Laurel, Nu 08054-2211  ",oUUU Commerce PKwy ote oOUU     TYPE ESTABLISHMENT INSPECTED  Outsourcing Facility  ,"Stokes Healthcare Inc. dba Epicur Pharma     CITY, STATE, ZIP CODE, COUNTRY  Mount Laurel, NJ 08054-2211  ","ay anaes PR are of dhe a sth ei EE  Russell J Glapion, Investigator  ",iN DATE(S) OF INSPECTION  9/24/2020-10/9/2020*  ,"Time limits are not established when appropriate for the completion of each production phase to assure the quality of the drug product.  Specifically, your firm has not established bulk hold times in your master batch records or written  procedures. The existing practice of enn ophthalmic liquids and injectable drug product. Ln does not establish a formal process control parameter. This deficiency  could result in further processing and/or the release of a drug product which was not processed within validated parameters.  *DATES OF INSPECTION 9/24/2020(Thu), 9/25/2020(Fri), 9/28/2020(Mon), 9/29/2020(Tue), 9/30/2020(Wed), 10/01/2020(Thu), 10/05/2020(Mon), 10/09/2020(Fri)     Section 704(b) of the Federal Food, Drug, and Cosmetic Act (21 USC 374(b)) provides:  ""Upon completion of any such inspection of a factory, warehouse, consulting laboratory, or other establishment, and prior to leaving the premises, the officer or employee making the inspection shall give to the owner, operator, or agent in charge a report in writing setting forth any conditions or practices observed by him which, in his judgment, indicate that any food, drug, device, or cosmetic in such establishment (1) consists in whole or in part of any filthy, putrid, or decomposed substance, or (2) has been prepared, packed, or held under insanitary conditions whereby it may have become contaminated with filth, or whereby it may have been rendered injurious to health. A copy of such report shall be sent promptly to the Secretary.""           ",3,0.9906620979309082
38,1329,Healthy Choice Compounding LLC,2020-09-24,3013118095,483,New York,Producer of Non Sterile Drug Products,2020-12-22,NaN,/media/144725/download,https://www.fda.gov/media/144725/download,HealthyChoice508ed,"Healthy Choice Compounding LLC     CITY, STATE, ZIP CODE, COUNTRY  Filmsford, NY 10523-1305     ",| eae Clearbrook Ra     TYPE ESTABLISHMENT INSPECTED  Producer of non-sterile drug products  ,"Healthy Choice Compounding LLC     CITY, STATE, ZIP CODE, COUNTRY  Elmsford, NY 10523-1305     ","Mindy M Chou, Investigator  ",UIN     DATE(S) OF INSPECTION  9/17/2020-9/24/2020*     ,"You produced hazardous drugs without providing adequate segregation, cleaning of work surfaces and cleaning of utensils to prevent cross-contamination.  Specifically,  (A) The capsule machine is not cleaned with a deactivating agent after each compounding preparation. On 9/21/2020, | observed the technician compounding DI-EST PROG TEST SR 2.5/50/0.5 MG CAPSULE (Lot # 09182020@38), ESTRADIOL DHEA SR 0.25/5 MG CAPSULE (Lot # 09212020@2), and DHEA MICRO SR (() (4) (CLEAR/VEGGIE) 2.5 MG CAPSULE (Lot # 09212020@15). The capsule machine was vacuumed to remove remnants of (b) (4) and only wiped cleaned with (b) (4) in between compounding preparations.  (B) Deactivating agent is not used to clean the non-dedicated equipment used in the preparation of non- hazardous and hazardous drug products.  ",6,0.9853466153144836
38,1329,Healthy Choice Compounding LLC,2020-09-24,3013118095,483,New York,Producer of Non Sterile Drug Products,2020-12-22,NaN,/media/144725/download,https://www.fda.gov/media/144725/download,HealthyChoice508ed,"Healthy Choice Compounding LLC     CITY, STATE, ZIP CODE, COUNTRY  Filmsford, NY 10523-1305     ",| eae Clearbrook Ra     TYPE ESTABLISHMENT INSPECTED  Producer of non-sterile drug products  ,"Healthy Choice Compounding LLC     CITY, STATE, ZIP CODE, COUNTRY  Elmsford, NY 10523-1305     ","Mindy M Chou, Investigator  ",UIN     DATE(S) OF INSPECTION  9/17/2020-9/24/2020*     ,"You used a non-pharmaceutical grade component in the formulation of a drug product.  Specifically, (b) (4) water was used as an ingredient in non-sterile compounded drug products, such as NALTREXONE 4 MG/ML LIQUID (Lot # 06032020@68) for Rx # (1) (6). Your firm did not conduct microbial and/or chemical analysis to ensure the quality of (b) (4) water used in your compounded preparations is pharmaceutical grade.  ",17,0.24230355024337769
38,1329,Healthy Choice Compounding LLC,2020-09-24,3013118095,483,New York,Producer of Non Sterile Drug Products,2020-12-22,NaN,/media/144725/download,https://www.fda.gov/media/144725/download,HealthyChoice508ed,"Healthy Choice Compounding LLC     CITY, STATE, ZIP CODE, COUNTRY  Filmsford, NY 10523-1305     ",| eae Clearbrook Ra     TYPE ESTABLISHMENT INSPECTED  Producer of non-sterile drug products  ,"Healthy Choice Compounding LLC     CITY, STATE, ZIP CODE, COUNTRY  Elmsford, NY 10523-1305     ","Mindy M Chou, Investigator  ",UIN     DATE(S) OF INSPECTION  9/17/2020-9/24/2020*     ,"Your firm released drug product in which the strength differs from, or its purity or quality falls below, that which it purports or is represented to possess.  Specifically, the following lots of compounded drug preparations were found to be out of specification after the lots were dispensed. However, no recall of the dispensed prescriptions was initiated following the receipt of the lab results.  Potency Compounded Drug Product Lot# ((b) (4)  DI-EST SR 2.0 MG CAPSULE 09152017@21 Estriol 134%  ESTRADIOL (OLIVE OIL) 0.01% (0.1 MG/GM) VAGINAL     *DATES OF INSPECTION 9/17/2020(Thu), 9/21/2020(Mon), 9/24/2020(Thu)  Section 704(b) of the Federal Food, Drug, and Cosmetic Act (21 USC 374(b)) provides:  ""Upon completion of any such inspection of a factory, warehouse, consulting laboratory, or other establishment, and prior to leaving the premises, the officer or employee making the inspection shall give to the owner, operator, or agent in charge a report in writing setting forth any conditions or practices observed by him which, in his judgment, indicate that any food, drug, device, or cosmetic in such establishment (1) consists in whole or in part of any filthy, putrid, or decomposed substance, or (2) has been prepared, packed, or held under insanitary conditions whereby it may have become contaminated with filth, or whereby it may have been rendered injurious to health. A copy of such report shall be sent promptly to the Secretary.""           ",6,0.047667380422353745
39,1331,Legacy Pharmaceutical Packaging LLC,2020-01-16,3004453700,483,Missouri,Manufacturer,2020-12-29,NaN,/media/144803/download,https://www.fda.gov/media/144803/download,LegacyPharmaceutical508ed,"bhegacy rnharmaceutical rackKaging Lit CITY, STATE, ZIP CODE, COUNTRY     Earth City, MO 63045-1514  ",TYPE ESTABLISHMENT INSPECTED Médical Device Contract Manufacturer  ,"Pe et FO RE NS ES ee eS Oe  Earth City, MO 63045-1514     ","“Sy , . -_ Edward E Loc     ",(eae  | 01/13/2020=-01/16/2020*  ,"A process whose results cannot be fully verified by subsequent inspection and test has not been adequately validated according to established procedures.  Specifically, the following was noted from review of the Final Report for Performance Qualification for  | Packaging (b) (4), dated on or about 12/23/19:  A. The process control verification protocol (QP 19-416,-417 and -418, part 8.0) documents the Vision System Challenge tests for incorrect/illegible carton part code and /or UDI barcode on the carton label was a critical quality classification. The final report-(part 4.0) reads.as follows:  “*** Ail PQ tests of the *** Vision System with *** camera arid critical quality attribute checks were performed, verified and demonstrated to meet all acceptance criteria***”.  i. However, the vision system atin as described in part 9 of the (b) (4) packaging instructions (Document Number MBR-0602, revision 01), does not include using a challenge carton with either an incorrect carton part code or incorrect UDI barcode. The packaging project manager stated the optical character recognition (OCR) capability of the vision system was never tested (challenged) to detect and reject incorrect part codes or incorrect UDI bar codes during any of the (b) (4) performance qualification (PQ) lots. .  ii. | He said the vision system was challenged: for missing / illegible codes, only. The challenge devices for missing / illegible codes were not a controlled/standardized set of test articles used for all performance qualification (PQ) lot tests. The test articles were  (b) (4) to each challenge S saul lot (b) (4) vision challenges were performed per lot).  B. The final report (part 5.0) reads-as follows: “There were no exceptions initiated during the — execution of the PQ protocols”. However Sane occurred and were not included in the  final PQ evaluation: i. | Maintenance was required to adjust the vision system during (b) (4) production lot number (b) (4). The engineering technician said he adjusted®  on the vision system because the-system was rejecting too many packages. This maintenance activity was not documented or evaluated as a process exception in the final report.  ii. | Vision system labeling rejects was a statéed critical quality attribute check for the performance qualification, however the number of labeling rejects (nonconformances) detected were not recorded or evaluated as process exceptions in the final report.  iii. | The packaging project manager stated rejected/mislabeled cartons were reworked during (b) (4) of the production lots: However, the amount of rework was not recorded or included the final report as a process exceptions.  ",20,0.9956896901130676
39,1331,Legacy Pharmaceutical Packaging LLC,2020-01-16,3004453700,483,Missouri,Manufacturer,2020-12-29,NaN,/media/144803/download,https://www.fda.gov/media/144803/download,LegacyPharmaceutical508ed,"bhegacy rnharmaceutical rackKaging Lit CITY, STATE, ZIP CODE, COUNTRY     Earth City, MO 63045-1514  ",TYPE ESTABLISHMENT INSPECTED Médical Device Contract Manufacturer  ,"Pe et FO RE NS ES ee eS Oe  Earth City, MO 63045-1514     ","“Sy , . -_ Edward E Loc     ",(eae  | 01/13/2020=-01/16/2020*  ,". Rework and reevaluation activities have not been documented in the device history record.  Specifically, the packaging project manager said mislabeled packages were rejected in (b) (4) performance qualification production lots. He said the contents (b) (4)) were removed from the rejected cartons and reused. The mislabeled packages were destroyed.  There was no documentation in the device isis —s for the (b) (4) performance qualification lots of any rework or reevaluation of the rejected package components. Lot numbers for the performance qualifications were (Bb) (4).        ",0,0.977320671081543
39,1331,Legacy Pharmaceutical Packaging LLC,2020-01-16,3004453700,483,Missouri,Manufacturer,2020-12-29,NaN,/media/144803/download,https://www.fda.gov/media/144803/download,LegacyPharmaceutical508ed,"bhegacy rnharmaceutical rackKaging Lit CITY, STATE, ZIP CODE, COUNTRY     Earth City, MO 63045-1514  ",TYPE ESTABLISHMENT INSPECTED Médical Device Contract Manufacturer  ,"Pe et FO RE NS ES ee eS Oe  Earth City, MO 63045-1514     ","“Sy , . -_ Edward E Loc     ",(eae  | 01/13/2020=-01/16/2020*  ,"Procedures have not been adequately established to control. ah pea that does not conform to specified requirements.  '| Specifically, the vision system is intended to detect and reject packages for lot numbers and bar codes that are either missing or inaccurate. The packaging project manager stated the optical system detected failures (rejects) of labeling non-conformances during production of (b) (4) of the performance  | qualification lots. The number of labeling rejections (nonconformances) detected during the PQ production runs were not recorded.  A. There were no reports documenting the identification, conan ants, evaluation, segregation, and disposition of nonconforming products.  B. There:-was no-documentation of an evaluation of nonconformance to include a determination of the need for an investigation and notification of the persons or organizations responsible for the nonconformance.  ",20,0.6175738573074341
39,1331,Legacy Pharmaceutical Packaging LLC,2020-01-16,3004453700,483,Missouri,Manufacturer,2020-12-29,NaN,/media/144803/download,https://www.fda.gov/media/144803/download,LegacyPharmaceutical508ed,"bhegacy rnharmaceutical rackKaging Lit CITY, STATE, ZIP CODE, COUNTRY     Earth City, MO 63045-1514  ",TYPE ESTABLISHMENT INSPECTED Médical Device Contract Manufacturer  ,"Pe et FO RE NS ES ee eS Oe  Earth City, MO 63045-1514     ","“Sy , . -_ Edward E Loc     ",(eae  | 01/13/2020=-01/16/2020*  ,"Schedules for the adjustment, cleaning, and other maintenance of equipment have not been adequately established.  Specifically, maintenance activities, including the reason.(problem), maintenance performed, date and individual(s) performing the maintenance activities, were not documented when maintenance was accomplished on the vision system for performance qualification lot THENCE (b) (4)  ",12,0.9647202491760254
39,1331,Legacy Pharmaceutical Packaging LLC,2020-01-16,3004453700,483,Missouri,Manufacturer,2020-12-29,NaN,/media/144803/download,https://www.fda.gov/media/144803/download,LegacyPharmaceutical508ed,"bhegacy rnharmaceutical rackKaging Lit CITY, STATE, ZIP CODE, COUNTRY     Earth City, MO 63045-1514  ",TYPE ESTABLISHMENT INSPECTED Médical Device Contract Manufacturer  ,"Pe et FO RE NS ES ee eS Oe  Earth City, MO 63045-1514     ","“Sy , . -_ Edward E Loc     ",(eae  | 01/13/2020=-01/16/2020*  ,"Procedures for receiving, reviewing, and evaluating complaints by a formally designated unit have not  Specifically, Legacy does not have complaint cael ‘that ensure complaints are evaluated for MDR. reportability.     *DATES OF INSPECTION 1/13/2020(Mon), 1/14/2020(Tue), 1/16/2020(Thu)     Annotations to Observations  Observation 1: Promised to correct Observation 2: Promised to correct Observation 3: Promised to correct Observation 4: Promised to correct Vee. Observation 5: Promised to correct  Section 704(b) of the Federal Food, Drug, and.Cosmetic Act (21 USC 374(b)) provides:                  F ""Upon completion of any. such inspection” of a factory, warehouse, consuiting laboratory, or other establishment, and prior to leaving the premises, the officer or employee making the inspection shall give to’the owner, operator, or agent in charge a report in writing setting forth any conditions: or-practices observed by him which, in his judgment, indicate that any food, drug, device, or cosmetic in such establishment (1) consists in whole or in part of any filthy, putiid, of decomposed substance, or (2) has been prepared, packed, or held under insanitary conditions. whereby it may have — become contaminated with filth, or whereby it may have been rendered injurious to health. A copy of such report shall be sent promptly to the Secretary.""                             ",3,0.9889246821403503
